Census_Tract_Name,County_Name,State_FIPS,County_FIPS,Census_Tract_FIPS,FIPS_Code,Total_Computer,Total_Computer_Percent,Total_Broadband_Internet,Total_Broadband_Internet_Percent
Census Tract 117.05, New Hanover ,37,129,011705,37129011705,3689,98.1,3569,94.9
Census Tract 118, New Hanover ,37,129,011800,37129011800,1177,98.8,1137,95.5
Census Tract 119.04, New Hanover ,37,129,011904,37129011904,1407,95.4,1345,91.2
Census Tract 535.22, Wake ,37,183,053522,37183053522,2980,95.8,2898,93.2
Census Tract 535.23, Wake ,37,183,053523,37183053523,2192,99.3,2182,98.8
Census Tract 535.24, Wake ,37,183,053524,37183053524,1667,97.6,1550,90.7
Census Tract 535.25, Wake ,37,183,053525,37183053525,1303,100.0,1269,97.4
Census Tract 536.03, Wake ,37,183,053603,37183053603,1569,99.2,1531,96.8
Census Tract 536.04, Wake ,37,183,053604,37183053604,1580,98.4,1566,97.5
Census Tract 536.08, Wake ,37,183,053608,37183053608,2602,96.2,2652,98.0
Census Tract 536.09, Wake ,37,183,053609,37183053609,478,94.8,466,92.5
Census Tract 536.11, Wake ,37,183,053611,37183053611,2415,98.6,2381,97.2
Census Tract 536.12, Wake ,37,183,053612,37183053612,864,96.1,855,95.1
Census Tract 536.13, Wake ,37,183,053613,37183053613,2475,97.5,2322,91.5
Census Tract 536.14, Wake ,37,183,053614,37183053614,1054,96.6,942,86.3
Census Tract 536.15, Wake ,37,183,053615,37183053615,2220,98.8,2052,91.4
Census Tract 536.16, Wake ,37,183,053616,37183053616,2051,97.2,1959,92.8
Census Tract 536.17, Wake ,37,183,053617,37183053617,2964,99.4,2941,98.7
Census Tract 536.18, Wake ,37,183,053618,37183053618,1788,99.2,1624,90.1
Census Tract 536.19, Wake ,37,183,053619,37183053619,255,100.0,241,94.5
Census Tract 536.20, Wake ,37,183,053620,37183053620,2398,99.6,2358,97.9
Census Tract 537.11, Wake ,37,183,053711,37183053711,1834,98.8,1819,98.0
Census Tract 537.12, Wake ,37,183,053712,37183053712,1122,96.5,1073,92.3
Census Tract 537.13, Wake ,37,183,053713,37183053713,1756,96.4,1607,88.2
Census Tract 537.14, Wake ,37,183,053714,37183053714,2162,99.4,2107,96.9
Census Tract 537.15, Wake ,37,183,053715,37183053715,1502,100.0,1493,99.4
Census Tract 537.16, Wake ,37,183,053716,37183053716,1882,93.5,1798,89.4
Census Tract 537.17, Wake ,37,183,053717,37183053717,2249,97.6,2149,93.3
Census Tract 537.18, Wake ,37,183,053718,37183053718,1124,100.0,1115,99.2
Census Tract 537.19, Wake ,37,183,053719,37183053719,1378,100.0,1364,99.0
Census Tract 537.20, Wake ,37,183,053720,37183053720,1432,99.5,1408,97.8
Census Tract 537.21, Wake ,37,183,053721,37183053721,1292,97.9,1283,97.2
Census Tract 537.22, Wake ,37,183,053722,37183053722,2261,91.6,2186,88.6
Census Tract 537.23, Wake ,37,183,053723,37183053723,1621,95.9,1559,92.2
Census Tract 537.24, Wake ,37,183,053724,37183053724,2225,100.0,2196,98.7
Census Tract 537.25, Wake ,37,183,053725,37183053725,2077,97.2,2124,99.4
Census Tract 537.26, Wake ,37,183,053726,37183053726,1336,100.0,1336,100.0
Census Tract 537.27, Wake ,37,183,053727,37183053727,2211,97.1,2131,93.6
Census Tract 537.28, Wake ,37,183,053728,37183053728,1516,98.1,1475,95.4
Census Tract 537.29, Wake ,37,183,053729,37183053729,1773,98.6,1702,94.6
Census Tract 537.30, Wake ,37,183,053730,37183053730,1352,98.9,1318,96.4
Census Tract 538.03, Wake ,37,183,053803,37183053803,1236,99.4,1228,98.7
Census Tract 538.04, Wake ,37,183,053804,37183053804,1131,98.2,1131,98.2
Census Tract 538.05, Wake ,37,183,053805,37183053805,727,99.3,701,95.8
Census Tract 538.06, Wake ,37,183,053806,37183053806,1034,97.8,1044,98.8
Census Tract 538.07, Wake ,37,183,053807,37183053807,1685,98.9,1641,96.3
Census Tract 538.08, Wake ,37,183,053808,37183053808,1811,96.0,1802,95.5
Census Tract 9501.01, Cleveland ,37,045,950101,37045950101,1347,76.2,1196,67.7
Census Tract 9501.02, Cleveland ,37,045,950102,37045950102,875,87.8,623,62.5
Census Tract 9502, Cleveland ,37,045,950200,37045950200,1454,84.1,1326,76.7
Census Tract 9503.01, Cleveland ,37,045,950301,37045950301,1350,84.4,1128,70.5
Census Tract 9503.02, Cleveland ,37,045,950302,37045950302,1774,89.0,1632,81.8
Census Tract 9504, Cleveland ,37,045,950400,37045950400,2396,82.3,2053,70.5
Census Tract 9505, Cleveland ,37,045,950500,37045950500,1127,78.9,885,62.0
Census Tract 9506.01, Cleveland ,37,045,950601,37045950601,1193,85.8,1058,76.1
Census Tract 9506.03, Cleveland ,37,045,950603,37045950603,896,82.1,777,71.2
Census Tract 9506.04, Cleveland ,37,045,950604,37045950604,1021,91.8,792,71.2
Census Tract 9507.01, Cleveland ,37,045,950701,37045950701,1299,81.3,1130,70.8
Census Tract 9507.02, Cleveland ,37,045,950702,37045950702,1377,89.2,1204,78.0
Census Tract 9508, Cleveland ,37,045,950800,37045950800,1446,79.6,1258,69.2
Census Tract 9509, Cleveland ,37,045,950900,37045950900,886,68.9,643,50.0
Census Tract 9510, Cleveland ,37,045,951000,37045951000,987,84.3,884,75.5
Census Tract 9511, Cleveland ,37,045,951100,37045951100,935,73.5,782,61.5
Census Tract 9512, Cleveland ,37,045,951200,37045951200,1900,84.1,1535,68.0
Census Tract 9513, Cleveland ,37,045,951300,37045951300,1029,90.0,917,80.2
Census Tract 9514, Cleveland ,37,045,951400,37045951400,1697,81.1,1362,65.1
Census Tract 9515.01, Cleveland ,37,045,951501,37045951501,1339,87.5,1174,76.7
Census Tract 9515.02, Cleveland ,37,045,951502,37045951502,418,88.6,277,58.7
Census Tract 9515.03, Cleveland ,37,045,951503,37045951503,659,84.1,567,72.3
Census Tract 9516.01, Cleveland ,37,045,951601,37045951601,1175,85.0,1055,76.3
Census Tract 9516.02, Cleveland ,37,045,951602,37045951602,1467,85.3,1121,65.2
Census Tract 9301, Columbus ,37,047,930100,37047930100,1509,91.1,1209,73.0
Census Tract 9302, Columbus ,37,047,930200,37047930200,713,84.3,583,68.9
Census Tract 9303, Columbus ,37,047,930300,37047930300,828,85.6,762,78.8
Census Tract 9304, Columbus ,37,047,930400,37047930400,1156,81.0,1014,71.0
Census Tract 9305, Columbus ,37,047,930500,37047930500,1468,80.0,1161,63.3
Census Tract 9306, Columbus ,37,047,930600,37047930600,1149,81.8,1033,73.6
Census Tract 9307, Columbus ,37,047,930700,37047930700,1798,88.7,1426,70.4
Census Tract 9308, Columbus ,37,047,930800,37047930800,1439,89.8,1254,78.2
Census Tract 9309, Columbus ,37,047,930900,37047930900,1264,74.2,1272,74.6
Census Tract 9310, Columbus ,37,047,931000,37047931000,1725,82.8,1557,74.7
Census Tract 9311, Columbus ,37,047,931100,37047931100,1101,75.6,938,64.4
Census Tract 9312.01, Columbus ,37,047,931201,37047931201,1160,76.7,993,65.6
Census Tract 9312.02, Columbus ,37,047,931202,37047931202,416,62.1,442,66.0
Census Tract 9313.01, Columbus ,37,047,931301,37047931301,850,80.3,784,74.1
Census Tract 9313.02, Columbus ,37,047,931302,37047931302,1069,82.5,949,73.3
Census Tract 9601.01, Craven ,37,049,960101,37049960101,1563,96.5,1441,89.0
Census Tract 9601.02, Craven ,37,049,960102,37049960102,1477,71.2,1295,62.4
Census Tract 9602.01, Craven ,37,049,960201,37049960201,1523,90.2,1138,67.4
Census Tract 9602.02, Craven ,37,049,960202,37049960202,1492,86.4,1303,75.5
Census Tract 709.03, Harnett ,37,085,070903,37085070903,802,92.2,760,87.4
Census Tract 709.04, Harnett ,37,085,070904,37085070904,1520,95.8,1405,88.5
Census Tract 710.02, Harnett ,37,085,071002,37085071002,1234,88.6,1115,80.0
Census Tract 710.03, Harnett ,37,085,071003,37085071003,1220,93.5,1183,90.7
Census Tract 710.04, Harnett ,37,085,071004,37085071004,666,100.0,516,77.5
Census Tract 711.01, Harnett ,37,085,071101,37085071101,1308,94.5,996,72.0
Census Tract 711.02, Harnett ,37,085,071102,37085071102,1504,92.3,1354,83.1
Census Tract 712.01, Harnett ,37,085,071201,37085071201,861,96.2,796,88.9
Census Tract 712.02, Harnett ,37,085,071202,37085071202,1415,96.1,1218,82.7
Census Tract 712.03, Harnett ,37,085,071203,37085071203,844,98.7,717,83.9
Census Tract 712.04, Harnett ,37,085,071204,37085071204,2433,98.5,2147,87.0
Census Tract 713.01, Harnett ,37,085,071301,37085071301,1289,93.1,932,67.3
Census Tract 713.02, Harnett ,37,085,071302,37085071302,1998,92.4,1766,81.6
Census Tract 713.03, Harnett ,37,085,071303,37085071303,3490,97.9,3415,95.8
Census Tract 714.01, Harnett ,37,085,071401,37085071401,1555,84.6,1241,67.5
Census Tract 714.02, Harnett ,37,085,071402,37085071402,2729,95.8,2550,89.5
Census Tract 9201.01, Haywood ,37,087,920101,37087920101,1245,88.0,1176,83.2
Census Tract 9201.02, Haywood ,37,087,920102,37087920102,1189,74.1,1075,67.0
Census Tract 9202.01, Haywood ,37,087,920201,37087920201,620,87.7,468,66.2
Census Tract 9202.02, Haywood ,37,087,920202,37087920202,1881,83.7,1635,72.7
Census Tract 9203, Haywood ,37,087,920300,37087920300,1155,80.6,909,63.4
Census Tract 9204, Haywood ,37,087,920400,37087920400,631,78.6,528,65.8
Census Tract 9205.01, Haywood ,37,087,920501,37087920501,768,85.7,731,81.6
Census Tract 9205.02, Haywood ,37,087,920502,37087920502,1735,84.8,1380,67.5
Census Tract 9206.01, Haywood ,37,087,920601,37087920601,767,88.3,657,75.6
Census Tract 9206.02, Haywood ,37,087,920602,37087920602,1005,89.4,984,87.5
Census Tract 9207.01, Haywood ,37,087,920701,37087920701,1066,95.3,938,83.9
Census Tract 9207.02, Haywood ,37,087,920702,37087920702,721,86.3,632,75.7
Census Tract 9208, Haywood ,37,087,920800,37087920800,1370,90.8,1075,71.3
Census Tract 9209, Haywood ,37,087,920900,37087920900,776,83.4,641,68.9
Census Tract 9210, Haywood ,37,087,921000,37087921000,1219,90.5,1018,75.6
Census Tract 9211, Haywood ,37,087,921100,37087921100,1020,90.3,860,76.2
Census Tract 9212.01, Haywood ,37,087,921201,37087921201,601,89.7,505,75.4
Census Tract 9212.02, Haywood ,37,087,921202,37087921202,1876,90.2,1423,68.4
Census Tract 9213.01, Haywood ,37,087,921301,37087921301,1693,92.6,1511,82.7
Census Tract 9213.02, Haywood ,37,087,921302,37087921302,1958,85.1,1571,68.2
Census Tract 9801, Haywood ,37,087,980100,37087980100,0,-666666666.0,0,-666666666.0
Census Tract 709.02, Harnett ,37,085,070902,37085070902,767,73.9,689,66.4
Census Tract 9301, Henderson ,37,089,930100,37089930100,1623,90.0,1362,75.5
Census Tract 9302.01, Henderson ,37,089,930201,37089930201,1293,95.6,1181,87.3
Census Tract 9302.02, Henderson ,37,089,930202,37089930202,991,93.3,850,80.0
Census Tract 9303.01, Henderson ,37,089,930301,37089930301,1965,95.3,1852,89.9
Census Tract 9303.02, Henderson ,37,089,930302,37089930302,1415,87.5,1310,81.0
Census Tract 119.05, New Hanover ,37,129,011905,37129011905,1035,98.4,1008,95.8
Census Tract 119.06, New Hanover ,37,129,011906,37129011906,1471,90.4,1258,77.3
Census Tract 120.04, New Hanover ,37,129,012004,37129012004,1400,96.5,1371,94.5
Census Tract 120.06, New Hanover ,37,129,012006,37129012006,1641,92.6,1607,90.6
Census Tract 120.07, New Hanover ,37,129,012007,37129012007,2615,92.7,2567,91.0
Census Tract 120.08, New Hanover ,37,129,012008,37129012008,2834,93.0,2648,86.9
Census Tract 120.09, New Hanover ,37,129,012009,37129012009,2760,95.0,2671,92.0
Census Tract 120.10, New Hanover ,37,129,012010,37129012010,2196,97.9,2122,94.6
Census Tract 120.11, New Hanover ,37,129,012011,37129012011,1750,94.2,1551,83.5
Census Tract 120.12, New Hanover ,37,129,012012,37129012012,1008,100.0,977,96.9
Census Tract 121.03, New Hanover ,37,129,012103,37129012103,1740,96.6,1668,92.6
Census Tract 121.06, New Hanover ,37,129,012106,37129012106,2660,91.3,2520,86.4
Census Tract 121.07, New Hanover ,37,129,012107,37129012107,1700,95.3,1690,94.8
Census Tract 121.08, New Hanover ,37,129,012108,37129012108,1237,92.8,1256,94.2
Census Tract 121.09, New Hanover ,37,129,012109,37129012109,1323,100.0,1287,97.3
Census Tract 121.10, New Hanover ,37,129,012110,37129012110,1771,95.2,1754,94.3
Census Tract 121.11, New Hanover ,37,129,012111,37129012111,1961,93.3,1986,94.5
Census Tract 122.01, New Hanover ,37,129,012201,37129012201,1330,97.4,1193,87.4
Census Tract 122.02, New Hanover ,37,129,012202,37129012202,1416,98.7,1271,88.6
Census Tract 122.03, New Hanover ,37,129,012203,37129012203,984,97.9,941,93.6
Census Tract 123, New Hanover ,37,129,012300,37129012300,3346,95.8,3216,92.1
Census Tract 9801, New Hanover ,37,129,980100,37129980100,0,-666666666.0,0,-666666666.0
Census Tract 9901, New Hanover ,37,129,990100,37129990100,0,-666666666.0,0,-666666666.0
Census Tract 9201.01, Northampton ,37,131,920101,37131920101,412,76.3,282,52.2
Census Tract 9201.02, Northampton ,37,131,920102,37131920102,372,83.0,230,51.3
Census Tract 9201.03, Northampton ,37,131,920103,37131920103,484,59.9,409,50.6
Census Tract 9202.01, Northampton ,37,131,920201,37131920201,261,78.4,166,49.8
Census Tract 9202.02, Northampton ,37,131,920202,37131920202,895,75.2,732,61.5
Census Tract 9203.01, Northampton ,37,131,920301,37131920301,746,76.9,496,51.1
Census Tract 9203.02, Northampton ,37,131,920302,37131920302,696,74.9,535,57.6
Census Tract 9203.03, Northampton ,37,131,920303,37131920303,604,86.7,352,50.5
Census Tract 9204.01, Northampton ,37,131,920401,37131920401,1234,74.2,856,51.5
Census Tract 9204.02, Northampton ,37,131,920402,37131920402,780,92.2,543,64.2
Census Tract 1.03, Onslow ,37,133,000103,37133000103,1855,91.5,1805,89.0
Census Tract 1.04, Onslow ,37,133,000104,37133000104,959,93.8,983,96.2
Census Tract 1.05, Onslow ,37,133,000105,37133000105,2521,94.6,2436,91.4
Census Tract 2.03, Onslow ,37,133,000203,37133000203,1450,98.0,1376,93.0
Census Tract 2.04, Onslow ,37,133,000204,37133000204,1521,91.2,1542,92.4
Census Tract 2.05, Onslow ,37,133,000205,37133000205,2391,96.4,2250,90.7
Census Tract 2.06, Onslow ,37,133,000206,37133000206,1147,95.6,1081,90.1
Census Tract 2.07, Onslow ,37,133,000207,37133000207,1139,79.4,932,65.0
Census Tract 3.03, Onslow ,37,133,000303,37133000303,684,92.1,653,87.9
Census Tract 3.04, Onslow ,37,133,000304,37133000304,1230,93.6,1205,91.7
Census Tract 539.01, Wake ,37,183,053901,37183053901,1264,100.0,1244,98.4
Census Tract 539.02, Wake ,37,183,053902,37183053902,2102,95.4,2084,94.6
Census Tract 540.01, Wake ,37,183,054001,37183054001,2646,95.6,2538,91.7
Census Tract 540.04, Wake ,37,183,054004,37183054004,2325,95.0,2040,83.4
Census Tract 540.06, Wake ,37,183,054006,37183054006,1311,97.8,1252,93.4
Census Tract 540.07, Wake ,37,183,054007,37183054007,2123,99.3,2049,95.8
Census Tract 540.08, Wake ,37,183,054008,37183054008,2809,99.0,2454,86.5
Census Tract 540.11, Wake ,37,183,054011,37183054011,1076,96.2,1066,95.3
Census Tract 540.12, Wake ,37,183,054012,37183054012,1528,98.2,1476,94.9
Census Tract 540.15, Wake ,37,183,054015,37183054015,1622,97.7,1399,84.2
Census Tract 540.16, Wake ,37,183,054016,37183054016,2706,96.8,2727,97.6
Census Tract 540.17, Wake ,37,183,054017,37183054017,1123,99.0,1104,97.4
Census Tract 540.18, Wake ,37,183,054018,37183054018,1683,97.3,1593,92.1
Census Tract 540.19, Wake ,37,183,054019,37183054019,1733,100.0,1657,95.6
Census Tract 540.20, Wake ,37,183,054020,37183054020,1964,99.0,1930,97.3
Census Tract 540.21, Wake ,37,183,054021,37183054021,849,100.0,849,100.0
Census Tract 540.22, Wake ,37,183,054022,37183054022,1655,100.0,1529,92.4
Census Tract 540.23, Wake ,37,183,054023,37183054023,2832,98.9,2863,100.0
Census Tract 541.06, Wake ,37,183,054106,37183054106,2746,96.5,2569,90.3
Census Tract 541.08, Wake ,37,183,054108,37183054108,2466,96.4,2290,89.5
Census Tract 541.09, Wake ,37,183,054109,37183054109,1298,97.2,1226,91.8
Census Tract 541.11, Wake ,37,183,054111,37183054111,786,94.6,767,92.3
Census Tract 541.12, Wake ,37,183,054112,37183054112,1188,91.5,1185,91.3
Census Tract 541.13, Wake ,37,183,054113,37183054113,1692,95.4,1588,89.6
Census Tract 541.14, Wake ,37,183,054114,37183054114,2416,97.5,2319,93.6
Census Tract 541.15, Wake ,37,183,054115,37183054115,3264,95.0,3203,93.2
Census Tract 541.16, Wake ,37,183,054116,37183054116,2353,100.0,2246,95.5
Census Tract 541.17, Wake ,37,183,054117,37183054117,1810,99.2,1802,98.7
Census Tract 541.18, Wake ,37,183,054118,37183054118,1575,100.0,1558,98.9
Census Tract 541.19, Wake ,37,183,054119,37183054119,3670,99.1,3583,96.8
Census Tract 541.20, Wake ,37,183,054120,37183054120,655,100.0,655,100.0
Census Tract 541.21, Wake ,37,183,054121,37183054121,2833,98.4,2833,98.4
Census Tract 542.03, Wake ,37,183,054203,37183054203,1447,96.6,1265,84.4
Census Tract 542.04, Wake ,37,183,054204,37183054204,1827,99.5,1765,96.1
Census Tract 542.06, Wake ,37,183,054206,37183054206,2496,97.3,2364,92.2
Census Tract 542.12, Wake ,37,183,054212,37183054212,2935,99.4,2930,99.2
Census Tract 542.13, Wake ,37,183,054213,37183054213,1356,99.2,1356,99.2
Census Tract 542.14, Wake ,37,183,054214,37183054214,719,100.0,632,87.9
Census Tract 542.15, Wake ,37,183,054215,37183054215,1471,99.4,1367,92.4
Census Tract 542.16, Wake ,37,183,054216,37183054216,1653,95.1,1638,94.2
Census Tract 542.17, Wake ,37,183,054217,37183054217,1589,98.5,1589,98.5
Census Tract 542.18, Wake ,37,183,054218,37183054218,3141,98.5,3107,97.4
Census Tract 542.19, Wake ,37,183,054219,37183054219,1445,95.0,1445,95.0
Census Tract 542.20, Wake ,37,183,054220,37183054220,2258,96.5,2249,96.2
Census Tract 9603.01, Craven ,37,049,960301,37049960301,906,90.3,864,86.1
Census Tract 9603.02, Craven ,37,049,960302,37049960302,1139,69.2,952,57.8
Census Tract 9604.01, Craven ,37,049,960401,37049960401,1946,90.5,1901,88.4
Census Tract 9604.02, Craven ,37,049,960402,37049960402,1525,91.4,1359,81.4
Census Tract 9604.03, Craven ,37,049,960403,37049960403,1574,95.5,1479,89.7
Census Tract 9604.04, Craven ,37,049,960404,37049960404,1234,92.9,1214,91.3
Census Tract 9605.01, Craven ,37,049,960501,37049960501,1504,86.3,1154,66.2
Census Tract 9605.02, Craven ,37,049,960502,37049960502,1504,87.0,1180,68.3
Census Tract 9606, Craven ,37,049,960600,37049960600,2184,88.3,1896,76.6
Census Tract 9607, Craven ,37,049,960700,37049960700,774,92.3,722,86.1
Census Tract 9608, Craven ,37,049,960800,37049960800,831,86.1,643,66.6
Census Tract 9609, Craven ,37,049,960900,37049960900,826,83.4,660,66.6
Census Tract 9610.02, Craven ,37,049,961002,37049961002,1544,94.1,1494,91.0
Census Tract 9610.03, Craven ,37,049,961003,37049961003,2460,89.4,2417,87.8
Census Tract 9610.04, Craven ,37,049,961004,37049961004,1719,95.7,1719,95.7
Census Tract 9611.01, Craven ,37,049,961101,37049961101,1751,97.4,1728,96.1
Census Tract 9611.02, Craven ,37,049,961102,37049961102,1446,99.1,1314,90.1
Census Tract 9612.01, Craven ,37,049,961201,37049961201,1117,100.0,1036,92.7
Census Tract 9612.02, Craven ,37,049,961202,37049961202,246,93.5,229,87.1
Census Tract 9613.01, Craven ,37,049,961301,37049961301,1323,98.5,1181,87.9
Census Tract 9613.02, Craven ,37,049,961302,37049961302,1923,99.5,1703,88.1
Census Tract 9613.03, Craven ,37,049,961303,37049961303,1492,92.9,1348,83.9
Census Tract 2, Cumberland ,37,051,000200,37051000200,800,77.5,548,53.1
Census Tract 5, Cumberland ,37,051,000500,37051000500,732,79.5,650,70.6
Census Tract 6, Cumberland ,37,051,000600,37051000600,2230,91.9,2067,85.2
Census Tract 7.01, Cumberland ,37,051,000701,37051000701,2031,85.8,2022,85.4
Census Tract 7.02, Cumberland ,37,051,000702,37051000702,861,90.3,798,83.6
Census Tract 8, Cumberland ,37,051,000800,37051000800,1178,87.5,1138,84.5
Census Tract 9, Cumberland ,37,051,000900,37051000900,1998,87.9,1774,78.1
Census Tract 10, Cumberland ,37,051,001000,37051001000,927,76.7,910,75.3
Census Tract 11, Cumberland ,37,051,001100,37051001100,964,70.2,954,69.5
Census Tract 12, Cumberland ,37,051,001200,37051001200,2098,82.3,1973,77.4
Census Tract 14.01, Cumberland ,37,051,001401,37051001401,1337,86.0,999,64.2
Census Tract 14.02, Cumberland ,37,051,001402,37051001402,815,81.1,648,64.5
Census Tract 15, Cumberland ,37,051,001500,37051001500,1003,86.0,904,77.5
Census Tract 16.03, Cumberland ,37,051,001603,37051001603,1246,91.6,1206,88.6
Census Tract 16.04, Cumberland ,37,051,001604,37051001604,2593,89.8,2565,88.8
Census Tract 16.05, Cumberland ,37,051,001605,37051001605,1111,85.7,1093,84.3
Census Tract 16.06, Cumberland ,37,051,001606,37051001606,1325,94.7,1285,91.9
Census Tract 17.01, Cumberland ,37,051,001701,37051001701,1057,90.2,1030,87.9
Census Tract 17.02, Cumberland ,37,051,001702,37051001702,2020,95.4,1972,93.2
